Company,Ticker,Watchlist Status,Watchlist Status_Encoded,Suspension Status,Suspension Status_Encoded,Sector,Last Price,ROE %,Mkt Cap ($M),Tot. Rev ($M),GTI Score,4-wk %Pr. Chg.,13-wk %Pr. Chg.,26-wk %Pr. Chg.,52-wk %Pr. Chg.,Net Profit %,Price/CF,1-yr %Rev. Chg.,Debt ($M),Debt/Equity,Mkt Cap ($M) Category,Tot. Rev ($M) Category,Price/CF Category,Debt ($M) Category,Debt/Equity Category,Price/CF_Risk_Score,Debt ($M)_Risk_Score,Debt/Equity_Risk_Score,Mkt Cap ($M)_Risk_Score,Tot. Rev ($M)_Risk_Score,CountLowRisk,CountMediumRisk,CountHighRisk,Insolvency Risk (0-2)
Mercurius,5RF,No,0,Yes,1,Real Estate,0.016,-29.4,22.288,0.02,37,0,0,0,-36,0.32,0,0,7.060301508,157.36,Low,Low,Low,High,High,0,2,2,2,2,1,0,4,2
Mermaid Maritime,DU4,No,0,No,0,Energy - Fossil Fuels,0.099,5.8,139.92,371.325,70,0,2.06,26.92,39.44,3.51,2.99,22.98,0.317109777,44.37,Medium,High,Medium,Medium,Medium,1,1,1,1,0,1,4,0,1
Meta Health,5DX,No,0,No,0,Mineral Resources,0.01,-134,10.308,0.393,62,11.11,11.11,22.58,-46.7,-717.05,0,-80.67,16.83449748,173.53,Low,Low,Low,High,High,0,2,2,2,2,1,0,4,2
Metech Intl,V3M,No,0,No,0,Industrial & Commercial Services,0.034,-64.15,5.153,0.029,77,0,-29.17,21.43,-35.85,-11093.1,0,-98.22,1.692218125,8.72,Low,Low,Low,High,Low,0,2,0,2,2,2,0,3,2
Metis Energy,L02,Yes,1,No,0,Utilities,0.02,-10.43,60.667,3.68,77,-16.67,-58.33,-56.52,-65.52,-259.62,0,-72.55,0.325382828,19.74,Medium,Low,Low,Medium,Medium,0,1,1,1,2,1,3,1,2
Metro,M01,No,0,No,0,Retailers,0.49,1.12,407.459,113.511,74,-3.92,-6.67,-10.91,-20,14.71,13.88,-0.08,0.105900226,43.15,High,Medium,High,Medium,Medium,2,1,1,0,1,1,3,1,1
Mewah Intl,MV4,No,0,No,0,Food & Beverages,0.29,5.22,435.194,5560.114,90,-3.33,3.57,0,-6.45,0.94,5.02,-24.03,0.16422561,71.47,High,High,Medium,Medium,High,1,1,2,0,0,2,2,1,1
MFG Integration,M11,Yes,1,No,0,Technology Equipment,0.016,-29.2,3.858,8.369,75,-20,-15.79,-36,-52.94,-41.22,0,-25.64,0.89683774,3.46,Low,Low,Low,High,Low,0,2,0,2,2,2,0,3,2
Micro-Mechanics,5DD,No,0,No,0,Technology Equipment,1.43,15.86,198.816,59.46,105,-12.8,-23.12,-24.74,-28.5,13.02,13.82,-24.3,0.017151537,3.41,High,Medium,High,Low,Low,2,0,0,0,1,3,1,1,1
MindChamps,CNE,No,0,No,0,Personal & Household Products & Services,0.161,7.33,39.102,69.59,84,-32.92,-35.6,-26.82,-4.17,6.99,2.9,13.07,1.821901693,71.24,Medium,Medium,Medium,High,High,1,2,2,1,1,0,3,2,1
Miyoshi,M03,No,0,No,0,Technology Equipment,0.007,-6.75,4.756,40.607,68,0,-12.5,-46.15,-58.82,-5.35,11.98,-20.42,6.528595458,31.05,Low,Medium,High,High,Medium,2,2,1,2,1,0,2,3,2
MM2 Asia,1B0,No,0,No,0,Cyclical Consumer Services,0.021,-11.84,87.904,184.006,74,0,-25.57,-37.32,-40.46,-3.52,4.77,58.28,1.744061704,153.31,Medium,High,Medium,High,High,1,2,2,1,0,1,2,2,1
MoneyMax Fin,5WJ,No,0,No,0,Retailers,0.23,16.32,101.717,285.682,78,-4.17,2.22,0,15,8.81,2.78,12.7,1.078580768,109.71,Medium,High,Medium,High,High,1,2,2,1,0,1,2,2,1
Mooreast,1V3,No,0,No,0,Mineral Resources,0.085,-8.29,22.015,28.706,80,-25.44,-49.4,-50,-45.51,-6.44,15.74,3.12,7.267771974,160,Low,Low,High,High,High,2,2,2,2,2,0,0,5,2
MSC,NPW,No,0,No,0,Mineral Resources,0.64,11.55,945,1435.725,0,9.22,12.5,1.35,17.8,6.77,8.58,-4.51,0.050433862,47.66,High,High,High,Low,Medium,2,0,1,0,0,3,1,1,1
MSM Intl,5QR,No,0,No,0,Industrial Goods,0.05,2.71,5.27,24.431,71,-9.09,100,-25.37,51.52,1.04,3.35,-3.12,38.41935484,202.47,Low,Low,Medium,High,High,1,2,2,2,2,0,1,4,2
MTQ,M05,No,0,No,0,Energy - Fossil Fuels,0.32,14.48,70.894,86.599,75,-1.56,-5.97,-12.5,40,11.21,5.04,39.48,0.827150394,58.64,Medium,Medium,Medium,High,Medium,1,2,1,1,1,0,4,1,1
Multi-Chem,AWZ,No,0,No,0,Technology Equipment,2.18,19.28,214.426,658.421,87,5.78,21.43,26.6,33.71,4.12,7.3,6.72,0.011612398,2.49,High,High,High,Low,Low,2,0,0,0,0,4,0,1,0
Mun Siong Engg,MF6,No,0,No,0,Industrial & Commercial Services,0.035,-5.24,20.354,71.207,90,-2.78,-2.78,-7.89,-20.45,-3.94,31.36,12.51,0.394517048,8.03,Low,Medium,High,Medium,Low,2,1,0,2,1,1,2,2,1
Murata Yen1k,PJX,No,0,No,0,Technology Equipment,0,8.95,5780239.5,1597338,0,-5.78,-0.47,4.6,9.14,13.52,14.88,-9.87,8.22E-07,4.75,,High,High,Low,Low,2,0,0,,0,3,0,1,1
MYP,F86,No,0,No,0,Real Estate,0.035,-0.7,55.736,17.373,62,-2.78,-10.26,-18.6,-30,-11.51,0,7.23,2.01216449,112.15,Medium,Low,Low,High,High,0,2,2,1,2,1,1,3,2
Nam Lee Metal,G0I,No,0,No,0,Cyclical Consumer Products,0.26,-0.64,64.592,158.906,73,0,-5.36,-11.67,-18.46,-0.63,14.11,-30.66,0.528548427,34.14,Medium,Medium,High,Medium,Medium,2,1,1,1,1,0,4,1,1
NamCheong,1MZ,No,0,No,0,Industrial Goods,0.18,0,69.833,135.335,0,0,0,0,0,31.01,1.41,29.96,0,0,Medium,Medium,Medium,Low,Low,1,0,0,1,1,2,3,0,1
Nanofilm,MZH,No,0,No,0,Chemicals,0.71,0.79,471.045,177.018,84,-3.4,-16.47,-22.83,-53.29,1.52,12.77,-25.44,0.023607086,11.12,High,Medium,High,Low,Low,2,0,0,0,1,3,1,1,1
Natural Cool,5IF,No,0,No,0,Industrial & Commercial Services,0.025,3.89,6.261,144.162,89,-13.79,-21.88,-16.67,-37.5,0.28,1.29,-4.34,44.00894426,275.54,Low,Medium,Medium,High,High,1,2,2,2,1,0,2,3,2
NauticAWT,42D,No,0,No,0,Cyclical Consumer Services,0.004,0,3.177,1.112,54,0,0,0,-33.33,-172.9,0,-66.12,0,0,Low,Low,Low,Low,Low,0,0,0,2,2,3,0,2,1
NeraTel,N01,No,0,No,0,Technology Equipment,0.081,12.62,29.314,141.688,88,3.85,19.12,1.25,-12.9,3.9,3.51,6.91,2.237838575,65.6,Medium,Medium,Medium,High,High,1,2,2,1,1,0,3,2,1
Net Pacific Fin,5QY,No,0,No,0,Banking & Investment Services,0.017,-3.71,8.936,0.574,56,0,0,-5.56,-15,-106.79,0,0.45,0,0,Low,Low,Low,Low,Low,0,0,0,2,2,3,0,2,1
NetLink NBN Tr,CJLU,No,0,No,0,Telecommunications Services,0.865,4.08,3351.395,409.181,106.5,2.38,2.38,0.58,1.78,26.29,11.97,5.11,0.008029492,26.91,High,High,High,Low,Medium,2,0,1,0,0,3,1,1,1
New Silkroutes,BMT,No,0,Yes,1,Healthcare Services,0.075,0,15.995,37.885,60,0,0,0,0,-28.64,0,-24.9,0,0,Low,Low,Low,Low,Low,0,0,0,2,2,3,0,2,2
New Toyo,N08,No,0,No,0,Applied Resources,0.22,8.66,96.673,306.397,82,4.76,4.76,2.33,7.32,4.59,3.55,7.23,0.082029108,7.93,Medium,High,Medium,Medium,Low,1,1,0,1,0,2,3,0,1
New Wave,5FX,No,0,No,0,Mineral Resources,0.004,-14.27,6.91,17.983,73,0,0,0,-50,-13.62,0,-36.62,7.820549928,54.04,Low,Low,Low,High,Medium,0,2,1,2,2,1,1,3,2
Niks Prof,NPL,No,0,No,0,Personal & Household Products & Services,0.15,0,19.5,10.854,0,-9.09,-6.25,0,0,16.04,7.86,-52.23,0,0,Low,Low,High,Low,Low,2,0,0,2,2,2,0,3,2
NIO Inc. USD OV,NIO,No,0,No,0,Automobiles & Auto Parts,5.09,-85.59,10171.074,7693.405,0,-9.44,-41.92,-42.67,-47.25,-37.25,0,12.89,0.006676778,67.91,High,High,Low,Low,High,0,0,2,0,0,4,0,1,0
Nippecraft,N32,No,0,No,0,Applied Resources,0.042,4.33,14.759,150.4,81,-6.67,-8.7,-16,-46.84,1.2,5.58,-14.01,0.360458026,5.32,Low,Medium,Medium,Medium,Low,1,1,0,2,1,1,3,1,1
Noel Gifts Intl,543,No,0,No,0,Retailers,0.265,-1.64,27.156,17.06,72,1.92,-5.36,41.89,36.21,-2.85,85.94,-14.84,0.074753277,2.03,Medium,Low,High,Medium,Low,2,1,0,1,2,1,2,2,1
Nomura Yen1k,N33,No,0,No,0,Banking & Investment Services,1.99,3.63,3102189.5,3757205,0,15.9,55.21,57.58,97.18,3.25,16.99,77.07,0.00031294,970.8,High,,High,Low,High,2,0,2,0,,2,0,2,1
NoonTalk Media,SEJ,No,0,No,0,Cyclical Consumer Services,0.072,-45.97,15.84,4.491,0,0,-8.05,-19.19,-46.67,-53.33,0,-26.73,2.554292929,40.46,Low,Low,Low,High,Medium,0,2,1,2,2,1,1,3,2
Nordic,MR7,No,0,No,0,Industrial & Commercial Services,0.325,14.05,130,160.644,84,-5.8,-10.96,-21.69,-29.35,9.95,6.15,-1.3,0.545230769,70.88,Medium,Medium,Medium,Medium,High,1,1,2,1,1,0,4,1,1
NoSignboard,9I7,No,0,No,0,Cyclical Consumer Services,0.083,0,6.396,2.884,0,0,0,0,0,-60.18,0,-47.1,0,0,Low,Low,Low,Low,Low,0,0,0,2,2,3,0,2,1
NSL,N02,No,0,No,0,Mineral Resources,0.75,-5.06,280.169,298.083,67,0,-3.85,-1.96,37.04,-6.59,0,-19.37,0.032480396,9.1,High,High,Low,Low,Low,0,0,0,0,0,5,0,0,0
Ntegrator Hldg,WVJ,No,0,Yes,1,Retailers,0.011,-91.59,5.895,92.551,71,0,0,0,0,-2.67,0,18.83,272.5275657,1606.55,Low,Medium,Low,High,High,0,2,2,2,1,1,1,3,2
NutryFarm,AZT,No,0,Yes,1,Food & Beverages,0.085,0,11.596,13.199,43,0,0,0,0,-161.12,0,-3.56,106.9661952,1240.38,Low,Low,Low,High,High,0,2,2,2,2,1,0,4,2
OCBC Bank,O39,No,0,No,0,Banking & Investment Services,13.66,13.34,61312.219,20867,112,1.88,7.27,6.76,9.87,51.65,7.95,80.04,0.000700024,42.92,High,High,High,Low,Medium,2,0,1,0,0,3,1,1,1
Ocean Sky Intl,1B6,No,0,No,0,Industrial & Commercial Services,0.03,-6.42,12.918,31.542,68,11.11,-21.05,-28.57,-25,-8.53,0,3.73,4.012230996,51.83,Low,Low,Low,High,Medium,0,2,1,2,2,1,1,3,2
Oceanus,579,No,0,No,0,Food & Drug Retailing,0.008,-5.47,205.32,340.422,46,14.29,0,-11.11,-27.27,-0.99,381.64,45.17,0.663452172,136.22,High,High,High,Medium,High,2,1,2,0,0,2,1,2,1
Oiltek,HQU,No,0,No,0,Food & Beverages,0.255,31.55,36.465,57.268,66,4.08,18.6,15.91,10.87,9.51,6.64,22.83,0,0,Medium,Medium,Medium,Low,Low,1,0,0,1,1,2,3,0,1
OIO,KUX,No,0,No,0,Financial Technology (Fintech) & Infrastructure,0.07,0,13.115,1.368,47,-14.63,7.69,27.27,0,-75.41,0.24,-61.73,0,0,Low,Low,Medium,Low,Low,1,0,0,2,2,2,1,2,1
OKH Global,S3N,No,0,No,0,Industrial & Commercial Services,0.011,6.3,12.415,11.201,74,-15.38,-31.25,-50,-56,30.88,3.14,-33.91,10.87152638,134.97,Low,Low,Medium,High,High,1,2,2,2,2,0,1,4,2
OKP,5CF,No,0,No,0,Industrial & Commercial Services,0.26,31.82,78.65,160.392,85,6.25,18.6,24.39,24.66,29.58,1.5,36.33,0.393006993,30.91,Medium,Medium,Medium,Medium,Medium,1,1,1,1,1,0,5,0,1
Olam Group,VC2,No,0,No,0,Food & Beverages,1.06,3.72,4073.183,48271.992,88,13.98,7.07,-3.64,-28.86,0.73,3.8,-12.07,0.051753138,210.8,High,High,Medium,Low,High,1,0,2,0,0,3,1,1,1
Old Chang Kee,5ML,No,0,No,0,Cyclical Consumer Services,0.685,19.12,83.142,96.362,81,-2.14,5.38,3.79,5.38,8.2,3.91,16.62,0.739818624,61.51,Medium,Medium,Medium,High,Medium,1,2,1,1,1,0,4,1,1
Olive Tree,1H2,No,0,No,0,Real Estate,0.078,-7.17,9.036,1.2,101,-2.5,2.63,-22,-36.07,-63.67,0,3.9,11.03806994,99.74,Low,Low,Low,High,High,0,2,2,2,2,1,0,4,2
OneApex,5SY,No,0,No,0,Real Estate,0.145,-6.32,12.252,1.033,66,0,-3.33,-3.33,0,-80.46,0,11.2,25.54358472,312.96,Low,Low,Low,High,High,0,2,2,2,2,1,0,4,2
Ossia Intl,O08,No,0,No,0,Retailers,0.11,13.56,27.789,32.064,47,-12.7,-15.38,-33.73,0,20.84,3.47,16.49,0.281046457,7.81,Medium,Low,Medium,Medium,Low,1,1,0,1,2,1,3,1,1
OTS Holdings,OTS,No,0,No,0,Food & Beverages,0.13,-6.83,27.82,29.042,78,-2.26,-7.8,-6.47,-13.33,-6.56,0,-11.32,0.51976995,14.46,Medium,Low,Low,Medium,Low,0,1,0,1,2,2,2,1,1
OUE,LJ3,No,0,No,0,Real Estate,1.09,2.19,937.223,623.099,76,2.83,-4.39,6.86,-9.92,26.5,4.16,26.87,0.086350847,80.93,High,High,Medium,Medium,High,1,1,2,0,0,2,2,1,1
OUE Healthcare,5WA,No,0,No,0,Healthcare Services,0.028,2.71,124.408,159.315,89,-3.45,-3.45,-3.45,21.74,36.1,2.09,32.99,1.358353161,168.99,Medium,Medium,Medium,High,High,1,2,2,1,1,0,3,2,1
OUEREIT,TS0U,No,0,No,0,Real Estate,0.275,5.67,1483.096,285.055,85.3,1.89,-5.26,25.58,-14.29,72.19,7.2,18.03,0.040523338,60.1,High,High,High,Low,Medium,2,0,1,0,0,3,1,1,1
Ouhua Energy,AJ2,No,0,No,0,Energy - Fossil Fuels,0.088,6.33,33.346,627.142,58,4.82,12.99,-1.14,61.11,0.56,6.34,-27.6,4.435614467,147.91,Medium,High,Medium,High,High,1,2,2,1,0,1,2,2,1
Overseas Edu,RQ1,No,0,No,0,Academic & Educational Services,0.21,4.94,87.226,87.825,88,-2.33,-2.33,-8.7,-8.7,7.66,4.19,15.01,0.841950794,73.44,Medium,Medium,Medium,High,High,1,2,2,1,1,0,3,2,1
Oxley,5UX,No,0,No,0,Real Estate,0.088,-10.03,389.003,366.399,76,-3.23,-10,-15.89,-35.71,-29.65,0,-57.29,0.567810531,220.88,High,High,Low,Medium,High,0,1,2,0,0,3,1,1,1
OxPay Financial,TVV,No,0,No,0,Industrial & Commercial Services,0.047,-37.65,12.965,8.328,54,-18.97,-18.97,-21.67,-46.59,-23.09,0,-15.63,0.037022754,0.48,Low,Low,Low,Low,Low,0,0,0,2,2,3,0,2,1
Pacific Andes,P11,No,0,Yes,1,Food & Beverages,0.022,3.95,182.158,1111.691,50,0,0,0,0,9.06,0.93,-23.8,0.68072772,124,High,High,Medium,Medium,High,1,1,2,0,0,2,2,1,2
PacificRadiance,RXS,No,0,No,0,Energy - Fossil Fuels,0.04,12.23,56.942,43.8,62,62.5,55.28,4.72,0.07,11.07,6.26,36.81,2.250886867,128.17,Medium,Medium,Medium,High,High,1,2,2,1,1,0,3,2,1
Pan Hong,P36,No,0,No,0,Real Estate,0.062,1.72,32.169,32.965,75,-17.33,-23.46,-27.06,-47.9,11.5,7.04,237.66,1.083030247,34.84,Medium,Low,High,High,Medium,2,2,1,1,2,0,2,3,2
PanUnited,P52,No,0,No,0,Mineral Resources,0.445,16.07,312.388,774.138,90,0,18.67,12.66,15.58,4.61,5.35,10.19,0.104485448,32.64,High,High,Medium,Medium,Medium,1,1,1,0,0,2,3,0,1
PARAGONREIT,SK6U,No,0,No,0,Real Estate,0.83,4.74,2342.183,288.926,92.2,-2.37,-4.07,-0.6,-10.81,50.83,15.93,2.96,0.018948135,44.38,High,High,High,Low,Medium,2,0,1,0,0,3,1,1,1
Parkson Retail,O9E,Yes,1,No,0,Retailers,0.049,0,33.188,233.548,64,-14.04,-19.67,-24.62,-36.36,11.85,0.49,9.47,0,0,Medium,High,Medium,Low,Low,1,0,0,1,0,3,2,0,2
ParkwayLife Reit,C2PU,No,0,No,0,Real Estate,3.45,7.11,2063.058,147.467,82,-6.06,-3.94,-7.08,-11.66,68.13,20.54,13.46,0.029276928,60.4,High,Medium,High,Low,Medium,2,0,1,0,1,2,2,1,1
Pasture Holdings,UUK,No,0,No,0,Healthcare Services,0.07,0,9.24,14.958,0,-30,-62.16,-61.11,0,-8.3,0,-28.57,0,0,Low,Low,Low,Low,Low,0,0,0,2,2,3,0,2,1
Pavillon,596,No,0,No,0,Cyclical Consumer Services,0.017,-9.01,24.394,17.957,53,-60.47,13.33,21.43,-39.29,-26.17,0,10.1,0.244322374,5.96,Low,Low,Low,Medium,Low,0,1,0,2,2,2,1,2,1
PEC,IX2,No,0,No,0,Energy - Fossil Fuels,0.575,3.94,147.036,526.996,84,4.55,7.48,4.55,-4.17,2.17,5.61,24.43,0.122555021,18.02,Medium,High,Medium,Medium,Medium,1,1,1,1,0,1,4,0,1
Penguin Intl,BTM,No,0,No,0,Transportation,0.9,8.18,198.153,182.412,89,-5.26,4.65,7.78,28.57,9.18,6.28,34.89,0.08044289,15.94,High,Medium,Medium,Medium,Medium,1,1,1,0,1,1,4,0,1
Pharmesis Intl,BFK,No,0,No,0,Pharmaceuticals & Medical Research,0.131,-9.45,3.616,8.511,74,47.19,33.67,31,19.09,-10.75,0,-9.4,8.481747788,30.67,Low,Low,Low,High,Medium,0,2,1,2,2,1,1,3,2
PlatoCapital,YYN,No,0,No,0,Software & IT Services,2.02,23.81,24.6,0.451,66,1,-2.42,1,19.53,4187.8,1.3,-5.11,0.451219512,11.1,Low,Low,Medium,Medium,Low,1,1,0,2,2,1,2,2,1
PNE Industries,BDA,No,0,No,0,Industrial Goods,0.55,1.04,46.154,53.528,60,2.8,-4.35,-5.17,-25.68,1.41,19.07,-27.4,0.084499718,3.9,Medium,Medium,High,Medium,Low,2,1,0,1,1,1,3,1,1
Polaris,5BI,No,0,No,0,Retailers,0.001,-36.69,17.053,42.295,59,0,0,0,-50,-17.56,0,-8.7,1.423796399,24.28,Low,Medium,Low,High,Medium,0,2,1,2,1,1,2,2,1
Pollux Prop,5AE,No,0,No,0,Real Estate,0.026,0.95,68.987,13.786,77,-24.24,-21.88,-30.56,-46.81,14.28,32.22,-0.07,1.115427544,76.95,Medium,Low,High,High,High,2,2,2,1,2,0,1,4,2
Powermatic Data,BCY,No,0,No,0,Technology Equipment,2.89,14.88,103.47,30.231,66,-2.03,0.35,-2.03,22.46,36.19,8.91,-0.69,0.000386585,0.04,Medium,Low,High,Low,Low,2,0,0,1,2,2,1,2,1
Prime US ReitUSD,OXMU,No,0,No,0,Real Estate,0.134,-14.41,172.69,159.803,84.7,11.69,-38.21,12.56,-56.66,-72.49,0,-1.97,0.431293069,74.48,High,Medium,Low,Medium,High,0,1,2,0,1,2,2,1,1
Procurri,BVQ,No,0,No,0,Software & IT Services,0.2,-16.84,64.992,197.192,81,-11.11,8.11,-13.04,-23.08,-4.29,0,-21.14,0.605766864,39.37,Medium,High,Low,Medium,Medium,0,1,1,1,0,2,3,0,1
Progen,583,No,0,No,0,Industrial & Commercial Services,0.044,-4.13,17.183,4.406,64,10,-8.33,2.33,-10.2,-25.22,0,-15.87,0.736192749,12.65,Low,Low,Low,High,Low,0,2,0,2,2,2,0,3,2
PropNex,OYY,No,0,No,0,Real Estate,0.925,38.14,677.1,838.1,76,4.57,3.39,5.17,-2.66,5.92,12.75,8,0.005892778,3.99,High,High,High,Low,Low,2,0,0,0,0,4,0,1,0
ProsperCap,PPC,No,0,No,0,Cyclical Consumer Services,0.18,0,289.074,0.036,0,1.12,-10,-40,-10,-16925,0,-93.91,0.002179373,0.63,High,Low,Low,Low,Low,0,0,0,0,2,4,0,1,0
Prudential USD,K6S,No,0,No,0,Insurance,9.71,9.85,21403.434,8459.669,0,-5.03,-9.7,-13.63,-26.98,16.06,1358.62,52.35,0.00141753,30.34,High,High,High,Low,Medium,2,0,1,0,0,3,1,1,1
PSC Corporation,DM0,No,0,No,0,Applied Resources,0.35,6.85,202.704,482.14,65,10.94,12.7,9.23,1.43,6.19,4.45,-12.82,0.124023206,25.14,High,High,Medium,Medium,Medium,1,1,1,0,0,2,3,0,1
Q&M Dental,QC7,No,0,No,0,Healthcare Services,0.25,11.78,241.466,182.723,91,4.17,4.17,-7.41,-23.08,6.06,8.37,1.75,0.604391509,145.94,High,Medium,High,Medium,High,2,1,2,0,1,1,2,2,1
QAF,Q01,No,0,No,0,Food & Beverages,0.845,5.58,483.225,628.59,82,-1.18,2.44,2.44,0,4.39,9.21,8.84,0.017362512,8.39,High,High,High,Low,Low,2,0,0,0,0,4,0,1,0
Qian Hu,BCV,No,0,No,0,Food & Beverages,0.178,-20.91,20.208,70.314,103,7.88,-3.78,-1.11,-3.78,-12.98,0,-6.58,1.085213777,21.93,Low,Medium,Low,High,Medium,0,2,1,2,1,1,2,2,1
Quantum Health,V8Y,No,0,No,0,Healthcare Services,0.003,0,24.044,13.081,62,0,50,-25,-40,-26.9,0,39.63,0,0,Low,Low,Low,Low,Low,0,0,0,2,2,3,0,2,1
Raffles Edu,NR7,No,0,No,0,Academic & Educational Services,0.048,-1.54,73.182,113.801,69,4.17,-3.85,-20.63,-1.96,-11.32,10.93,7.36,0.624333853,45.69,Medium,Medium,High,Medium,Medium,2,1,1,1,1,0,4,1,1
Raffles Infrastructure,LUY,Yes,1,Yes,1,Industrial & Commercial Services,0.035,2.97,2.379,9.674,92,0,0,0,25,12.84,1.72,44.8,0.100882724,0.24,Low,Low,Medium,Medium,Low,1,1,0,2,2,1,2,2,2
Raffles Medical,BSL,No,0,No,0,Healthcare Services,1.03,8.84,1940.756,706.92,90,1.98,-2.83,-16.26,-27.97,12.89,15.01,-14.1,0.008584284,16.66,High,High,High,Low,Medium,2,0,1,0,0,3,1,1,1
RE&S Hldg,1G1,No,0,No,0,Cyclical Consumer Services,0.235,10.98,83.19,175.328,98,-7.84,-11.32,-6,-16.07,2.59,2.5,0.64,1.897103017,157.82,Medium,Medium,Medium,High,High,1,2,2,1,1,0,3,2,1
Reclaims Global,NEX,No,0,No,0,Industrial & Commercial Services,0.189,6.2,24.759,23.622,60,5,5,23.53,112.36,7.72,6.48,-25.21,0.332808272,8.24,Low,Low,Medium,Medium,Low,1,1,0,2,2,1,2,2,1
Regal Intl,UV1,No,0,Yes,1,Real Estate,0.115,-69.17,25.463,17.576,49,0,0,0,0,-19.03,0,-20.85,11.97345167,304.88,Low,Low,Low,High,High,0,2,2,2,2,1,0,4,2
Renaissance United,I11,Yes,1,No,0,Utilities,0.001,-19.27,6.181,74.936,51,0,0,0,0,-12.02,0,-6.21,8.508331985,52.59,Low,Medium,Low,High,Medium,0,2,1,2,1,1,2,2,2
Resources Gbl,QSD,No,0,No,0,Energy - Fossil Fuels,1.08,22.92,97.2,105.607,83,1.89,1.89,11.34,20,25.62,2.93,-41.01,0.326234568,31.71,Medium,Medium,Medium,Medium,Medium,1,1,1,1,1,0,5,0,1
Revez,RCU,No,0,No,0,Software & IT Services,0.14,-38.96,36.865,0.304,70,0,7.69,21.74,75,-601.32,0,0,3.514987115,129.58,Medium,Low,Low,High,High,0,2,2,1,2,1,1,3,2
Rex Intl,5WH,No,0,No,0,Energy - Fossil Fuels,0.126,-45.32,161.807,279.118,97,4.24,-32.42,-35.26,1.65,-33.51,16.49,21.59,0.325511257,52.67,High,High,High,Medium,Medium,2,1,1,0,0,2,2,1,1
RH PetroGas,T13,No,0,No,0,Energy - Fossil Fuels,0.167,6.4,135.299,126.863,63,2.53,-19,-20.98,-6.36,3.35,7.67,-10.34,0.31426692,42.52,Medium,Medium,High,Medium,Medium,2,1,1,1,1,0,4,1,1
Rich Capital,5G4,No,0,No,0,Real Estate,0.001,-16.87,7.343,11.305,56,0,-50,0,-50,-5.85,0,85.82,0,0,Low,Low,Low,Low,Low,0,0,0,2,2,3,0,2,1
Riverstone,AP4,No,0,No,0,Healthcare Services,0.815,12.47,1202.772,260.484,74,14.1,17.34,35.61,47.72,24.09,15.04,-27.37,0,0,High,High,High,Low,Low,2,0,0,0,0,4,0,1,0
Sabana Reit,M1GU,No,0,No,0,Real Estate,0.365,3.11,410.645,111.875,84.2,1.39,-6.41,-6.41,-16.09,16.15,22.72,17.88,0.151907365,62.38,High,Medium,High,Medium,Medium,2,1,1,0,1,1,3,1,1
Sakae,5DO,No,0,No,0,Cyclical Consumer Services,0.16,0.71,22.72,15.281,80,0,23.08,28,55.34,2.77,4.13,-14.96,2.808538732,63.81,Low,Low,Medium,High,Medium,1,2,1,2,2,0,2,3,2
Samko Timber,E6R,No,0,No,0,Applied Resources,0.002,0,17.293,193.23,82,-33.33,-50,-42.86,-83.19,-31.03,0,-37.52,0,0,Low,High,Low,Low,Low,0,0,0,2,0,4,0,1,0
SamuderaShipping,S56,No,0,No,0,Transportation,0.765,18.2,404.348,785.966,76,8.7,19.05,2.74,-26.93,17.33,1.5,-41.15,0.083467706,33.75,High,High,Medium,Medium,Medium,1,1,1,0,0,2,3,0,1
Samurai 2K,Y8E,No,0,No,0,Chemicals,0.17,-11.11,56.885,19.413,72,0,0,21.43,6.25,-13.4,0,-38.47,0.404148721,22.99,Medium,Low,Low,Medium,Medium,0,1,1,1,2,1,3,1,1
Sanli Env,1000,No,0,No,0,Industrial & Commercial Services,0.101,15.23,27.134,118.064,68,3.06,1,1,14.77,3.77,4.42,55.92,0.758089482,20.57,Medium,Medium,Medium,High,Medium,1,2,1,1,1,0,4,1,1
Santak,580,No,0,No,0,Industrial Goods,0.04,-20.6,4.303,9.473,72,25,25,25,-23.08,-26.45,0,-1.71,0.522891006,2.25,Low,Low,Low,Medium,Low,0,1,0,2,2,2,1,2,1
Sapphire,BRD,No,0,No,0,Industrial & Commercial Services,0.04,0.93,16.304,14.928,64,0,-11.11,-24.53,-20,7.48,7.14,-17.99,0.256992149,4.19,Low,Low,High,Medium,Low,2,1,0,2,2,1,1,3,2
Sarine Tech,U77,No,0,No,0,Industrial Goods,0.26,-4.4,92.771,57.901,68,-1.89,-11.86,-22.39,-35,-6.52,117.22,-26.92,0.070172791,6.51,Medium,Medium,High,Medium,Low,2,1,0,1,1,1,3,1,1
Sasseur Reit,CRPU,No,0,No,0,Real Estate,0.68,5.98,834.599,126.726,91.2,-2.9,-2.19,0.75,-9.46,49.26,13.37,0.63,0.054684945,45.64,High,Medium,High,Low,Medium,2,0,1,0,1,2,2,1,1
SATS,S58,No,0,No,0,Transportation,2.51,-0.09,3726.828,3434.429,119,-4.94,-6.72,-3.1,-2.34,-0.2,10.3,143.27,0.014561981,54.27,High,High,High,Low,Medium,2,0,1,0,0,3,1,1,1
SBS Transit,S61,No,0,No,0,Transportation,2.57,10.42,804.871,1527.136,103,-3.37,-0.77,-1.53,-5.84,4.52,4.98,0.78,0.015257103,12.28,High,High,Medium,Low,Low,1,0,0,0,0,4,1,0,0
